contact_id,informationtype,productservicetype,productserviceline,productservicename,location_id,dateadded
2774,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",403,2010-07-19 00:00:00.0
2775,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,404,2010-07-19 00:00:00.0
2776,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,404,2010-07-19 00:00:00.0
2777,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",404,2010-07-19 00:00:00.0
2778,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,404,2010-07-19 00:00:00.0
2779,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",404,2010-07-19 00:00:00.0
2780,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",404,2010-07-19 00:00:00.0
2781,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",404,2010-07-19 00:00:00.0
2782,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,405,2010-07-19 00:00:00.0
2783,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,405,2010-07-19 00:00:00.0
2784,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",405,2010-07-19 00:00:00.0
2785,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,405,2010-07-19 00:00:00.0
2786,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",405,2010-07-19 00:00:00.0
2787,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",405,2010-07-19 00:00:00.0
2788,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",405,2010-07-19 00:00:00.0
2789,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,406,2010-07-19 00:00:00.0
2790,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,406,2010-07-19 00:00:00.0
2791,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",406,2010-07-19 00:00:00.0
2792,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,406,2010-07-19 00:00:00.0
2793,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",406,2010-07-19 00:00:00.0
2794,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",406,2010-07-19 00:00:00.0
2795,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",406,2010-07-19 00:00:00.0
2796,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,407,2010-07-19 00:00:00.0
2797,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,407,2010-07-19 00:00:00.0
2798,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",407,2010-07-19 00:00:00.0
2799,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,407,2010-07-19 00:00:00.0
2800,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",407,2010-07-19 00:00:00.0
2801,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",407,2010-07-19 00:00:00.0
2802,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",407,2010-07-19 00:00:00.0
2803,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,408,2010-07-19 00:00:00.0
2804,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,408,2010-07-19 00:00:00.0
2805,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",408,2010-07-19 00:00:00.0
2806,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,408,2010-07-19 00:00:00.0
2807,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",408,2010-07-19 00:00:00.0
2808,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",408,2010-07-19 00:00:00.0
2809,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",408,2010-07-19 00:00:00.0
2810,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,409,2010-07-19 00:00:00.0
2811,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,409,2010-07-19 00:00:00.0
2812,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",409,2010-07-19 00:00:00.0
2813,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,409,2010-07-19 00:00:00.0
2814,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",409,2010-07-19 00:00:00.0
2815,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",409,2010-07-19 00:00:00.0
2816,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",409,2010-07-19 00:00:00.0
2817,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,410,2010-07-19 00:00:00.0
2818,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,410,2010-07-19 00:00:00.0
2819,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",410,2010-07-19 00:00:00.0
2820,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,410,2010-07-19 00:00:00.0
2821,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",410,2010-07-19 00:00:00.0
2822,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",410,2010-07-19 00:00:00.0
2823,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",410,2010-07-19 00:00:00.0
2824,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,411,2010-07-19 00:00:00.0
2825,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,411,2010-07-19 00:00:00.0
2826,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",411,2010-07-19 00:00:00.0
2827,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,411,2010-07-19 00:00:00.0
2828,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",411,2010-07-19 00:00:00.0
2829,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",411,2010-07-19 00:00:00.0
2830,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",411,2010-07-19 00:00:00.0
2831,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,412,2010-07-19 00:00:00.0
2832,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,412,2010-07-19 00:00:00.0
2833,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",412,2010-07-19 00:00:00.0
2834,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,412,2010-07-19 00:00:00.0
2835,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",412,2010-07-19 00:00:00.0
2836,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",412,2010-07-19 00:00:00.0
2837,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",412,2010-07-19 00:00:00.0
2838,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,413,2010-07-19 00:00:00.0
2839,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,413,2010-07-19 00:00:00.0
2840,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",413,2010-07-19 00:00:00.0
2841,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,413,2010-07-19 00:00:00.0
2842,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",413,2010-07-19 00:00:00.0
2843,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",413,2010-07-19 00:00:00.0
2844,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",413,2010-07-19 00:00:00.0
2845,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,414,2010-07-19 00:00:00.0
2846,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,414,2010-07-19 00:00:00.0
2847,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",414,2010-07-19 00:00:00.0
2848,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,414,2010-07-19 00:00:00.0
2849,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",414,2010-07-19 00:00:00.0
2850,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",414,2010-07-19 00:00:00.0
2851,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",414,2010-07-19 00:00:00.0
2852,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,415,2010-07-19 00:00:00.0
2853,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,415,2010-07-19 00:00:00.0
2854,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",415,2010-07-19 00:00:00.0
2855,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,415,2010-07-19 00:00:00.0
2856,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",415,2010-07-19 00:00:00.0
2857,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",415,2010-07-19 00:00:00.0
2858,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",415,2010-07-19 00:00:00.0
2859,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,416,2010-07-19 00:00:00.0
2860,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,416,2010-07-19 00:00:00.0
2861,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",416,2010-07-19 00:00:00.0
2862,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,416,2010-07-19 00:00:00.0
2863,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",416,2010-07-19 00:00:00.0
2864,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",416,2010-07-19 00:00:00.0
2865,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",416,2010-07-19 00:00:00.0
2866,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,417,2010-07-19 00:00:00.0
2867,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,417,2010-07-19 00:00:00.0
2868,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",417,2010-07-19 00:00:00.0
2869,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,417,2010-07-19 00:00:00.0
2870,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",417,2010-07-19 00:00:00.0
2871,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",417,2010-07-19 00:00:00.0
2872,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",417,2010-07-19 00:00:00.0
2873,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,418,2010-07-19 00:00:00.0
2874,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,418,2010-07-19 00:00:00.0
2875,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",418,2010-07-19 00:00:00.0
2876,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,418,2010-07-19 00:00:00.0
2877,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",418,2010-07-19 00:00:00.0
2878,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",418,2010-07-19 00:00:00.0
2879,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",418,2010-07-19 00:00:00.0
2880,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,419,2010-07-19 00:00:00.0
2881,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,419,2010-07-19 00:00:00.0
2882,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",419,2010-07-19 00:00:00.0
2883,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,419,2010-07-19 00:00:00.0
2884,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",419,2010-07-19 00:00:00.0
2885,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",419,2010-07-19 00:00:00.0
2886,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",419,2010-07-19 00:00:00.0
2887,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,420,2010-07-19 00:00:00.0
2888,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,420,2010-07-19 00:00:00.0
2889,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",420,2010-07-19 00:00:00.0
2890,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,420,2010-07-19 00:00:00.0
2891,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",420,2010-07-19 00:00:00.0
2892,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",420,2010-07-19 00:00:00.0
2893,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",420,2010-07-19 00:00:00.0
2894,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,421,2010-07-19 00:00:00.0
2895,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,421,2010-07-19 00:00:00.0
2896,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",421,2010-07-19 00:00:00.0
2897,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,421,2010-07-19 00:00:00.0
2898,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",421,2010-07-19 00:00:00.0
2899,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",421,2010-07-19 00:00:00.0
2900,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",421,2010-07-19 00:00:00.0
2901,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,422,2010-07-19 00:00:00.0
2902,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,422,2010-07-19 00:00:00.0
2903,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",422,2010-07-19 00:00:00.0
2904,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,422,2010-07-19 00:00:00.0
2905,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",422,2010-07-19 00:00:00.0
2906,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",422,2010-07-19 00:00:00.0
2907,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",422,2010-07-19 00:00:00.0
2908,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,423,2010-07-19 00:00:00.0
2909,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,423,2010-07-19 00:00:00.0
2910,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",423,2010-07-19 00:00:00.0
2911,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,423,2010-07-19 00:00:00.0
2912,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",423,2010-07-19 00:00:00.0
2913,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",423,2010-07-19 00:00:00.0
2914,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",423,2010-07-19 00:00:00.0
2915,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,424,2010-07-19 00:00:00.0
2916,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,424,2010-07-19 00:00:00.0
2917,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",424,2010-07-19 00:00:00.0
2918,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,424,2010-07-19 00:00:00.0
2919,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",424,2010-07-19 00:00:00.0
2920,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",424,2010-07-19 00:00:00.0
2921,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",424,2010-07-19 00:00:00.0
2922,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,425,2010-07-19 00:00:00.0
2923,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,425,2010-07-19 00:00:00.0
2924,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",425,2010-07-19 00:00:00.0
2925,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,425,2010-07-19 00:00:00.0
2926,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",425,2010-07-19 00:00:00.0
2927,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",425,2010-07-19 00:00:00.0
2928,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",425,2010-07-19 00:00:00.0
2929,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,426,2010-07-19 00:00:00.0
2930,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,426,2010-07-19 00:00:00.0
2931,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",426,2010-07-19 00:00:00.0
2932,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,426,2010-07-19 00:00:00.0
2933,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",426,2010-07-19 00:00:00.0
2934,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",426,2010-07-19 00:00:00.0
2935,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",426,2010-07-19 00:00:00.0
2936,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,427,2010-07-19 00:00:00.0
2937,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,427,2010-07-19 00:00:00.0
2938,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",427,2010-07-19 00:00:00.0
2939,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,427,2010-07-19 00:00:00.0
2940,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",427,2010-07-19 00:00:00.0
2941,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",427,2010-07-19 00:00:00.0
2942,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",427,2010-07-19 00:00:00.0
2943,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,428,2010-07-19 00:00:00.0
2944,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,428,2010-07-19 00:00:00.0
2945,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",428,2010-07-19 00:00:00.0
2946,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,428,2010-07-19 00:00:00.0
2947,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",428,2010-07-19 00:00:00.0
2948,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",428,2010-07-19 00:00:00.0
2949,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",428,2010-07-19 00:00:00.0
2950,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,429,2010-07-19 00:00:00.0
2951,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,429,2010-07-19 00:00:00.0
2952,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",429,2010-07-19 00:00:00.0
2953,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,429,2010-07-19 00:00:00.0
2954,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",429,2010-07-19 00:00:00.0
2955,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",429,2010-07-19 00:00:00.0
2956,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",429,2010-07-19 00:00:00.0
2957,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,430,2010-07-19 00:00:00.0
2958,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,430,2010-07-19 00:00:00.0
2959,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",430,2010-07-19 00:00:00.0
2960,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,430,2010-07-19 00:00:00.0
2961,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",430,2010-07-19 00:00:00.0
2962,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",430,2010-07-19 00:00:00.0
2963,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",430,2010-07-19 00:00:00.0
2964,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,431,2010-07-19 00:00:00.0
2965,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1and HCV Auto Detect Reagents,431,2010-07-19 00:00:00.0
2966,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,"APTIMA HIV-1 Proficiency Panel ",431,2010-07-19 00:00:00.0
2967,distributers,Virals,"APTIMA HCV Qualitative Kit ",APTIMA HCV RNA Qualitative Assay,431,2010-07-19 00:00:00.0
2968,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HIV-1 and HCV Auto Detect Reagents ",431,2010-07-19 00:00:00.0
2969,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA Auto Detect Reagents ",431,2010-07-19 00:00:00.0
2970,distributers,Virals,"APTIMA HCV Qualitative Kit ","APTIMA HCV Proficiency Panel ",431,2010-07-19 00:00:00.0
2971,distributers,Virals,APTIMA HIV-1 RNA Qualitative Assay,APTIMA HIV-1 RNA Qualitative Assay,432,2010-07-19 00:00:00.0
