location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
219,Jamaica,Gen-Probe Technical Sales Representative,J. Todd McPherson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5310,,,,,toddm@gen-probe.com,,,added by cicie,200,,
220,Japan,FujiRebio,,"62-5 Nihonbashi-Hamacho 2-chome, Chuo-ku,Tokyo 103-0007, Japan",,,+81-3-5695-9223,,,Fax: +81-3-5695-9234,,fri-info@fujirebio.co.jp,www.fdi.com/,,added by cicie,200,,
221,Jordan,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
222,Kazakhstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
223,Kenya,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
224,Kiribati,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
225,Korea - South,Choongwae Pharma,,"698, Shindaebang-Dong, donjak-ku, Seoul 156-757, Republic of Korea",,,+82-2-840-6968,,,Fax: +82-2-3486-7697,,info@cwholdings.co.kr,www.cwp.co.kr/eng,,added by cicie,200,,
226,Kuwait,Bader Sultan & Bros.,,"P.O. Box 867, Safat 13009","Safat, Kuwait",,+965 24610480,,,Fax: +965 24610488,,info@sultan.com.kw,www.badersultan.com,,added by cicie,200,,
227,Kyrgyzstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
228,Latvia,Diamedica S.I.A.,,Augusta Deglava Str. 60,"Riga, Latvia, LV 1035",,+371-6757-7833,,,Fax: +371-6757-8270,,diamedica@diamedica.lv,www.diamedica.lv/,,added by cicie,200,,
229,Lesotho,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
230,Liechtenstein,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
231,Lithuania,Diamedica S.I.A.,,"Buivydiskiu g. 10, LT-07194 Vilnius, Lithuania",,,+370 5 2790080,,,Fax: +370 5 2107286,,,www.diamedica.lt/,,added by cicie,200,,
232,Luxembourg,bioMérieux,,Media Square,Place des Carabiniers 18-19,"B-1030 Bruxelles, Belgium",+32-2-743-0170,,,Fax: +32-2-733-5597,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
233,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
234,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1, Taman Tasik Titiwangsa, 53200 Kuala Lumpur",,,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,added by cicie,200,,
235,Mali,US CDC,,"1600 Clifton Rd. Atlanta, GA 30333, USA",,,1-800-232-4636,,,,," cdcinfo@cdc.gov",www.cdc.gov/,,added by cicie,200,,
236,Mali,USAID,,"Information Center, U.S. Agency for International Development, Ronald Reagan Building, Washington, D.C. 20523-1000",,,+202-712-0000,,,Fax: 202 216-3524,,,www.usaid.gov/,,added by cicie,200,,
237,Malta,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
238,Marshall Islands,Modern Laboratory Service Inc.,,"4300 Stine Road #209, Bakersfield, CA 93313",,,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
239,Mauritius,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
240,Mexico,bioMérieux Mexico,,"Chihuahua 88, Col. Progreso, 01080, D.F.  Mexico ",,,+52 55 54819550,,,Fax: +52 55 56162245,,,www.biomerieux.com.mx/servlet/srt/bio/mexico/home,,added by cicie,200,,
241,Micronesia,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
242,Moldova,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
243,Monaco,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
244,Namibia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
245,Nauru,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
246,Netherlands,bioMérieux,,"Hogeweg 5, Postbus 2104, 5301 LB  Zaltbommel ",,,+31 0418 681 040,,,Fax: +31 0418 681 068,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
247,New Zealand,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
248,Nigeria,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
249,Pakistan,BioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
250,Palau,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
251,Panama,Inversiones Sagrav,,"Apartado Postal No. 2516, Panama, 9A, Panama",,,+50-7-233-0902,,,Fax: +50-7-233-5685,,inmunochem@terra.com.pe,"www.inmunochem.com ",,added by cicie,200,,
252,Papua New Guinea,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
253,Peru,Immunochem S.A.C.,Luis Quiroz,"Luis Felipe Villaran 904 San Isidro, Lima 27, Peru",,,+51 1 441-8262,,,Fax: +51 1 422-3701,,inmunochem@terra.com.pe,www.inmunochem.com,,added by cicie,200,,
254,Philippines,bioMérieux,,"11th Floor, Pearlbank Centre - 146 Valero Street, Salcedo Village, 1227 Makati City - Philippines ",,,+00 632 817 7741,,,Fax: +00 632 812 0896,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
255,Poland,bioMérieux,,"ul. Zeromskiego 17, 01-882   Warszawa ",,,+48 22 569 85 00,,,Fax: +48 22 569 85 54,,,www.biomerieux.pl/servlet/srt/bio/poland/home,,added by cicie,200,,
256,Portugal,bioMérieux,,"Av. 25 de Abril de 1974, n° 23-3°",2795-197 Linda-a-Velha,Portugal,+351 21 415 23 50,,,Fax: +351 21 418 32 67,,,www.biomerieux.pt/servlet/srt/bio/portugal/home,,added by cicie,200,,
257,Romania,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
258,Russian Federation,ILEX Medical,,"WTC - Moscow, 12, Krasnopresnenskaya nab, Building #2, Suite #931, Russian Federation 123610 ",,,+ 7 495 258-1487,,,,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"Moscow  Russian Federation 123610 ",
259,Rwanda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
260,Samoa,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
261,San Marino,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
262,Saudi Arabia,Al-Jeel Medical & Trading Co. Ltd.,,"Riyadh 11422; P.O. Box 5012, Kingdom of Saudi Arabia",,,+966 1 216 8222,,,Fax: +966 1 216 8566,,info@aljeel.com,www.aljeel.com.sa/,,added by cicie,200,,
263,Singapore,Innovative Biotech,,"67 Ayer Rajah Crescent, #07-10/12 Ayer Rajah Industrial Estate, Singapore 139950",,,+65-67791919,,,Fax: +6567791112,,"sales@innovativebiotech.com.sg ",www.innobiotech.com.sg/,,added by cicie,200,,
264,Slovenia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
265,Solomon Islands,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
266,South Africa,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
267,Spain,bioMérieux,,Manuel Tovar 45-47,28034 Madrid,Spain,+34-91-3581142,,,Fax: +34-91-3580840,,,www.biomerieux.es/servlet/srt/bio/spain/home,,added by cicie,200,,
268,Swaziland,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
269,Switzerland,bioMérieux,,"Avenue blanc 53 - Case postale 2150, 1211 Genève 2",,,+41 0 22 906 57 96,,,Fax: +41 0 22 906 57 36,,,www.biomerieux.ch/servlet/srt/bio/switzerland/home,,added by cicie,200,"bioMérieux Avenue blanc 53 - Case postale 2150, 1211 Genève 2 s",
270,Taiwan,"bioMérieux China, Taiwan Branch",,"Rm. 608, 6-3 Ching Cheng Street, Taipei 105, Taiwan",,,+886 2 2545 2250,,,Fax: +886 2 2545 0959,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
271,Tajikistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
272,Tanzania,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
273,Thailand,Diagnostic Biotech / Biogenetech,,"Biogenetech Building, 18 Soi Udomsuk 37 Sukhumvit 103 Road, Bangjak Prakanong Bangkok 10260, Thailand",,,+662 729 7905,,,Fax: +662 361 4004,,,,,added by cicie,200,,
274,Tonga,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
275,Tunisia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
276,Turkey - MedKim,MedKim / ILEX Medical,,"1456 Sok. No 16 Kat, 1D.5, Barohan Alsancak 35220, Izamir - Turkey",,,+ 90 232463-90-10,,,Fax: + 90 232 463-45-37,,mesuttamugur@med-kim.com.tr,www.ilexmedical.com/,,added by cicie,200,,
277,Turkmenistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
278,Tuvalu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
279,Uganda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
280,Ukraine,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
281,United Arab Emirates,City Pharmacy,,"P.O. Box 2098, Abu Dhabi, U.A.E.",,,+971-2-6323-016,,,Fax: +971-2-6327-147,,cityphrm@emirates.net.ae,www.citypharmacy.com/,,added by cicie,200,,
282,United Kingdom,bioMérieux,,"Grafton Way, Basingstoke, RG22 6HY  Hampshire",,,+44 1256.461881,,,Fax: +44 1256.816863,,,www.biomerieux.co.uk/servlet/srt/bio/englishuk/home,,added by cicie,200,,
283,Uruguay,Laboratorios Tresul,,"Avenida Centenario 2989, 11.600 Montevideo, Uruguay",,,+598 -2 -4863683,,,Fax: +598 -2 -4874108,,,,,added by cicie,200,,
284,Uzbekistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
285,Vanuatu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
286,Vatican City,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
287,Venezuela,Immunolab Laboratorios C.A.,,"Los Ruices, Calle Los Laboratorios, Edificio OFINCA, #42. Caracas 1071 Venezuela",,,"+58 212 2370780 ",,,"Fax: +58 212 2346176 ",,"mercadeo.ventas@inmunolab.com ",www.inmunolab.com/,,added by cicie,200,,
288,Vietnam,A.V. Biotech JSC,,"107 Nguyen Binh Khiem Street, District 1, Ho Chi Minh City, Vietnam",,,+84 8 829-7879,,,Fax: +84 8 910-4059,,,,,added by cicie,200,,
289,Zambia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
290,Andorra,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
291,Angola,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
292,Armenia,ILEX Medical,,"26 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
293,Australia,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
294,Austria,Gen-Probe Technical Sales Representative,Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
295,Azerbaijan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
296,Bahamas,Gen-Probe Technical Sales Representative,Lewis Gill,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5333,,,,,lewis.gill@gen-probe.com,,,added by cicie,200,,
297,Belarus,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
298,Belgium,Gen-Probe Deutschland GmbH,,,,,+49 6122 70760,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
299,Bosnia & Herzegovina,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
300,Botswana,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
301,Bulgaria,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
302,Canada - Quebec,"Gen-Probe Technical Sales Representative (Canada - Newfoundland, New Brunswick, Nova Scotia, Quebec)",Michael Morse,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5358,,,,,michaelmo@gen-probe.com,,,added by cicie,200,,
303,Canada - Ontario,Gen-Probe Technical Sales Representative (Canada - Ontario),Cindi Fox-Geffert,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5339,,,,,cindif@gen-probe.com,,,added by cicie,200,,
304,"Canada - Manitoba, Saskatchewan","Gen-Probe Technical Sales Representative (Canada - Manitoba, Saskatchewan)",Rodney Pederson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5341,,,,,rodneyp@gen-probe.com,,,added by cicie,200,,
305,"Canada - Alberta, British Columbia","Gen-Probe Technical Sales Representative (Canada - Alberta, British Columbia)",Kristen Kilkelley,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5325,,,,,kristenk@gen-probe.com,,,added by cicie,200,,
306,Chile,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
307,China,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
308,Costa Rica,Tecno Diagnostica,,"2524-1000 San José, Costa Rica",,,+506 2240-8568,,,Fax: +506 2297-0606,,"servitec@tecnodiagnostica.com ",www.tecnodiagnostica.com/,,added by cicie,200,,
309,Croatia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
310,Cyprus,Biodynamics SA,,"54A Katehaki St. Athens 11525, Greece",,,+30 210 64 49 421,,,Fax: +30 210 64 42 266,,info@biodynamics.gr,www.biodynamics.gr/,,added by cicie,200,,
311,Czech Republic,Gen-Probe European Direct Sales,Lenka Fussovia,,,,+424 739 634 395,,,,,Lenka.fussiova@seznam.cz,,,added by cicie,200,,
312,Denmark,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
313,Dominican Republic,Gen-Probe Southeast Regional Sales Manager,Sherry Helms,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5305,,,,,sherryh@gen-probe.com,,,added by cicie,200,,
314,DR Congo,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
315,Ecuador,MasterCare / Andromaco,,Avenida Quilín 5273,"Peñalolén, Santiago de Chile",,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
316,Estonia - Siemens Medical Solutions,Siemens Medical Solutions,,"20 Pirita Road, 10127 Tallin, Estonia",,,+372 606 2750,,,Fax: +372 606 2755,,,www.medical.siemens.com,,added by cicie,200,,
317,Estonia - Direct Sales,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
318,Ethiopia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
319,Fiji,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
320,Finland - Immuno Diagnostics,Immuno Diagnostics Oy,,"Kaivokutu 16, 13100 Hameenlinna, Finland",,,+358 3 615 370,,,Fax: +358 3 682 2039,,info@immunodiagnostic.com,www.immunodiagnostic.fi,,added by cicie,200,"Kaivokatu 16, 13100 Hämeenlinna, Finland",
321,Finland - Direct Sales,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
322,France,Gen-Probe European Direct Sales,Geert Bruyneel,,,,+32-14-43-44-48,,,Fax: +858-410-7921,,geertb@gen-probe.com,,,added by cicie,200,,
323,Georgia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
324,Germany,Gen-Probe European Direct Sales,Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
325,Greece,Biodynamics SA,,"54A Katehaki St. Athens 11525, Greece",,,+30 210 64 49 421,,,Fax: +30 210 64 42 266,,info@biodynamics.gr,www.biodynamics.gr/,,added by cicie,200,,
326,Honduras,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
327,Hong Kong,Science International,,"14/F. Gee Tuck Building, 16-20 Bonham Strand East, Hong Kong",,,+852 2543 7442,,,Fax: +852 2541 4089,,,www.scienceintel.com,,added by cicie,200,,
328,Hungary,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
329,Iceland,Logaland,,"Flatahrauni 31, 220 Hafnarfjör?ur, Iceland",,,+354 552 9080,,,Fax: +354 552 9015,,,,,added by cicie,200,,
330,India,bioMérieux India,,"A-32, Mohan Cooperative Industrial Estate",Mathura Road,"New Delhi – 110044, India",+91 11 42098800,,,Fax: +91 11 4 209 88 50,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
331,Ireland,Gen-Probe Technical Sales Representative,Paul Rainey,,,,+44 01622 814382,,,,,paul.rainey@gen-probe.com,,,added by cicie,200,,
332,Israel,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
